original_text,original_summary,predicted_summary,rouge_scores,wer_scores,cosine_similarity,bert_score,myevaluation_scores,cs_PS_OT,cs_PS_OS,keyword_overlap
searching replacement ghirardelli excellent discontinued expresso escape bars tried unfortunately ordered tried parts could detect hints chocolate coffee kept trying could believe tasting ended throwing rest away,no taste, not so good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.5,0.38093925,0.8683595657348633,0.808189345896244,0.1112847551703453,0.3809390962123871,0.0
eat nutella almost every morning love kids love seems go well things yummy,love it, love this stuff,"{'rouge1': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}",1.0,0.7285064,0.869204044342041,0.848279082700116,0.3387272357940674,0.728506326675415,0.4999999975
dog loves food seems happy looking good coat pretty shiny asked liked seemed excited,my dog loves this, dog food,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.75,0.44990885,0.8555296659469604,0.8114703148270106,0.6238974332809448,0.4499087929725647,0.3333333322222222
expiration date smashed stale edible real enjoyable price paid one best pretzel purchased publix stopped carrying must find another addiction,bit on the stale side, not the best,"{'rouge1': Score(precision=0.3333333333333333, recall=0.2, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.2, fmeasure=0.25)}",0.8,0.24759188,0.8573397397994995,0.7889371913671493,0.08154576271772385,0.2475917935371399,0.0
daughter diagnosed celiac years ago gone without pancakes ever since happened come across grocery store really expecting good results good non celiac members family even prefer gf version regular try,yummy, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.32944155,0.8391866087913513,0.7783288562297821,0.09114167839288712,0.32944154739379883,0.0
tastes great found product walmart price really update double checked price walmart product amount costs compared,bad price on miso, good product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.26220977,0.8558304309844971,0.7886020720005036,0.33105289936065674,0.26220977306365967,0.0
received icing super fast used ice sugar cookies tasted fabulous easy color convinced many cookies frosting homemade super simple time saver,great taste easy to color, great,"{'rouge1': Score(precision=1.0, recall=0.2, fmeasure=0.33333333333333337), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=0.2, fmeasure=0.33333333333333337)}",0.8,0.28930485,0.8456857204437256,0.7888684943130867,0.2518165111541748,0.2893049418926239,0.249999999375
fourth order newman organic raisins consistently best ever trying organic raisins health food stores including trader joes better price delivered right door love,product, great product,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",1.0,0.81096506,0.9000886678695679,0.8818473719800537,0.2708902359008789,0.8109652996063232,0.4999999975
impression fruit similar fruit close good juice like much,not as good as, not so good,"{'rouge1': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715)}",0.5,0.8751199,0.886017918586731,0.8886745378355285,0.09327387809753418,0.8751201629638672,0.9999999900000002
tart bitter aftertaste horrible diet rootbeer makes feel bad drinking probably ever buy brand name,no good, awful,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.5814854,0.9034490585327148,0.8538081341981888,0.30978602170944214,0.5814854502677917,0.0
like coffee says go said,like this coffee, good coffee,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.6666666666666666,0.88477397,0.9402601718902588,0.9181683367157436,0.5882997512817383,0.8847740292549133,0.3333333322222222
trying make cake pops look like wanted cake taste like watermelon worked perfect overwhelming mixed gluten free cake mix several coworkers celiac great decently priced super convenient,yum yum good, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.4664502,0.7914135456085205,0.7449237018823623,0.24037522077560425,0.46645015478134155,0.0
bought like girl scout cookies love kind stale though mostly reason gave four stars even though think three,okay, cookies,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.19733949,0.9989105463027954,0.9128332601487638,0.5413200259208679,0.19733954966068268,0.0
everything arrived good shape received wanted fast delivery would buy people,instant noodles, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.28321952,0.8385773301124573,0.7745449569821359,0.4419466257095337,0.28321942687034607,0.0
remembered kid giving party favors went great better giving little plastic rings,pez who does not love them, great candy,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.14760454,0.8232129812240601,0.7512240009009838,0.47417595982551575,0.1476045399904251,0.0
highly recommend soup use less water make thicker add broccoli corn mixture pour top baked potatoes yummy,delicious, best soup ever,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",3.0,0.479736,0.8241789937019348,0.7753426143527031,0.5561870336532593,0.47973600029945374,0.0
tea actually tastes way rose smells like sipping roses drink glad purchased amazon looked every regular food store well unusual stores like trader joes carry unusual food items could find,sweet rose tea, great tea,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",0.6666666666666666,0.757405,0.9153047204017639,0.884292580466594,0.5398316383361816,0.7574047446250916,0.249999999375
wow brownie coffee cup zero calories hard find decaf coffee good taste product really fits bill,chocolate brownie whole decaf coffee, good coffee,"{'rouge1': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.2, fmeasure=0.28571428571428575)}",0.8,0.6662507,0.8748700022697449,0.8390205389177913,0.6456174850463867,0.6662505269050598,0.16666666638888888
delicious treat dogs unhappy paid product never received,delicous treat for dogs, great treats,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",1.0,0.3322752,0.8735500574111938,0.8094543206691742,0.44174349308013916,0.33227527141571045,0.0
great powder really good kick maintaining good flavor like sprinkle pizza eggs even pop corn going make sure stay stocked stuff,tasty and spicey, good stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.5056331,0.8387618064880371,0.7902799481153489,0.45535844564437866,0.5056331753730774,0.0
far orange mango favorite flavor tried yet pink grapefruit good calories carbs replaced diet coke everyday beverage problems tall oz bottle makes easier fit fridge ice chest,best flavored water have ever had, great stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.32898778,0.8224002718925476,0.763189387023449,0.2067139446735382,0.3289877474308014,0.0
buying dog years excellent gum disease highly recommend product rather pricey still beats getting dental cleaning vet issue size chews uniform expected size really extra large,excellent product, great product,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.5,0.93913263,0.9985874891281128,0.9744680201673961,0.28088057041168213,0.939132571220398,0.3333333322222222
quality product packed flavor savor price case cant beat love bbq kettle corn flavors best,excellent, great chips,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",2.0,0.37720424,0.8702195286750793,0.8096018725633621,0.3642723560333252,0.3772042393684387,0.0
looking forward crushed pepper pizza pasta dishes boy super disappointed smokey flavor heat ended buying food much heat flavor waste time money wish could get refund,not hot at all, not the best,"{'rouge1': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575)}",0.75,0.36873263,0.8303669095039368,0.7731414985656738,0.023423822596669197,0.3687325716018677,0.0
bake cakes filling attempt make delicious easy use point trying duplicate case price great much deal buying individual cans grocery store continue buy product years come importantly cake customers love,perfectly simple and delicious, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.5154018,0.86378014087677,0.8134802514314652,0.3333497643470764,0.5154017806053162,0.0
make soy low fat milk stevia sweetening add dash real vanilla cinnamon enjoy cup guilt free hot cocoa love,guilt free chocolate experience, great taste,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.44874173,0.8560717105865479,0.8018764609098434,0.43208640813827515,0.44874173402786255,0.0
best bit honey ever eaten always bought product local grocery store always hard figured suppose way eating box bought know better candy soft delicious plan continue buying bit honey,fresh soft candy, delicious,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.4987976,0.8415199518203735,0.7922837966680527,0.2917999029159546,0.4987977147102356,0.0
chips best tasted filled chemicals taste tangy vinegar well potato greasy perfectly crispy like salt vinegar tanginess even bother try definitely zip love children friends love even year old loves,fabulous, great chips,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",2.0,0.32780913,0.8701346516609192,0.8060678231716156,0.611141562461853,0.32780909538269043,0.0
cannot keep house limit one box every weeks addicting,completely addicting, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.13307635,0.8691092729568481,0.7915136915445328,-0.07635878771543503,0.13307636976242065,0.0
addicted oatmeal little hint add cup plain quick oats make little less sweet get added fiber,love this oatmeal, great taste,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.45174336,0.8452727198600769,0.7923674729466439,0.3457909822463989,0.4517432153224945,0.0
really good alternative non dairy creamers grocery store sugar free,syrup, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",2.0,0.36077726,0.8946052193641663,0.8303991055488587,0.34780123829841614,0.36077725887298584,0.0
sweet treats really something write home crispy slightly sweet enough satisfy sweet tooth blend raisins almonds perfect make sure take might eat much intended,absolutely wonderful, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.27463055,0.8695938587188721,0.8018586152791977,0.5587350130081177,0.274630606174469,0.0
product arrived durable packaging helps protect freshness well chips crunchy nicely sized flavorful delighted find item continue purchase,bare fruit dried apple chips, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.17627618,0.8415529131889343,0.7697369563579559,0.579060971736908,0.17627620697021484,0.0
delicious tastes better expected instant mix flavors full warm apple deliciousness making warm treat fast easy makes great bed drink since caffeine free,tasty, love this stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",3.0,0.2592305,0.8130306005477905,0.7498736730217934,0.19176511466503143,0.25923046469688416,0.0
bought present wife loves seemed like better option salt super small amounts enough salts hundreds dishes,love it, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.25778836,0.9118221998214722,0.8386851650476457,0.37294429540634155,0.25778836011886597,0.0
learned tea diet book let tell awesome tastes great gives real energy boost would definitely buy,great tea, great tea,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",0.0,0.9999999,1.0,0.9999999915053498,0.5283830761909485,0.9999998807907104,0.999999995
like bbq beef snacks buy one think love,like bbq beef buy this, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.34605885,0.8341550230979919,0.7749636441469192,0.5351366996765137,0.3460589051246643,0.0
love gummy bears absolute best price excellent delivered degree heat melting break smaller packs get stale works wonderfully,nothing beats haribo, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.2883172,0.8609475493431091,0.795034990310669,0.23569351434707642,0.28831708431243896,0.0
done well food since switched foster smith food last year,excellent product, great product,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.5,0.93913263,0.9985874891281128,0.9744680159950709,0.24772155284881592,0.9391325116157532,0.3333333322222222
first batch arrived flat dead could second batch ok,kefir grains, not impressed,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.055766575,0.7520225644111633,0.6807239723950624,0.06886780261993408,0.05576663464307785,0.0
love green mountain nantucket coffee every thing hoped would taste aroma awesome certainly purchase try might love get coffee amazon easy delivery quick pamela,green mountain nantucket coffee, great coffee,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.75,0.5462483,0.8823633790016174,0.8383644190906688,0.6541252136230469,0.5462482571601868,0.1999999996
good flavor nice crunch many broken one shape crunchy sugar sprinkled top light butter tastes like coconut cookie good cookie next time spend little better ones tins,little disappointing, good stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.17176253,0.8844460844993591,0.80802485704422,0.44748246669769287,0.1717625856399536,0.0
sample factory indiana best gummy candy get wrong liked candy like gummy bears stuff tastiest one ever recommend candy anyone likes sweet stuff,best gummi candy ever, best candy ever,"{'rouge1': Score(precision=1.0, recall=0.75, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rougeL': Score(precision=1.0, recall=0.75, fmeasure=0.8571428571428571)}",0.25,0.7999803,0.9602883458137512,0.9427581393156219,0.6338471174240112,0.7999804019927979,0.7499999981250001
pretty good tacos dipping sauce hot creamy thick,nice dip, good stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.38171166,0.8754123449325562,0.8145909267663957,0.3009834289550781,0.3817116618156433,0.0
decaf cappuccino tastes like caffeinated stuff live small town unable find decaf cappuccino anywhere stuff good would highly recommend,very good, great coffee,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.33027086,0.8943135738372803,0.8280011868476869,0.43726566433906555,0.33027100563049316,0.0
bought wife pregnant drinks everyday likes guess helps reduce delivery pains expert,raspberry leaf tea, good stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.22722666,0.8190019726753235,0.753007644712925,0.24164921045303345,0.22722670435905457,0.0
best peanut butter dessert ever combination creamy crunchy center outer shell milk chocolate cracks bite sooooo goood,peanut butter heaven, best ever,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.19072881,0.8181468844413757,0.7496832191944123,0.21182093024253845,0.19072890281677246,0.0
serve addictive treat probably pay convenience anything else amazon certainly good item cannot find elsewhere ingredients wise,oz bags costco, not so good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,-0.06878617,0.833989143371582,0.7457751958072186,0.2548700273036957,-0.06878618896007538,0.0
sugar free taffy think better regular careful eating many one time find smaller portion size easier eat assortment gave chance try flavors tried liked fell love cinnamon licorice flavors,sugar free licious, great,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.15468496,0.8247514367103577,0.7531042361259461,0.08595098555088043,0.1546849012374878,0.0
normally purchase store much better deal also like davinci brand better probably get particular pack awhile though flavors use much probably get three pack next purchase,great deal high, good product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.41424918,0.8776049017906189,0.8188418543338776,0.36946749687194824,0.4142491817474365,0.0
ordered online coworker loves chocolate basket arrived fast packed great presentation variety basket best looking great chocolate gift basket recommend one,perfect, great gift,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",2.0,0.3316502,0.8741937875747681,0.809989926815033,0.4380939304828644,0.3316502571105957,0.0
product comes natural let us forget people canola oil horrible oil stated non gmo,oil no good, not impressed,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.33493072,0.8577665686607361,0.7954350620508194,0.18306639790534973,0.3349307179450989,0.0
still great reordered increase since may nuts product good wow good love place find stores changing versions something good change long shelf life never make,great but as of, good stuff,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.38236496,0.8181383609771729,0.7630900678038597,0.24413415789604187,0.3823648989200592,0.0
great bar paleo diet yes bit cheat still worth,great for, yummy,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.28869703,0.8512391448020935,0.786324024796486,0.3607296645641327,0.2886970639228821,0.0
tried brands french vanilla coffee best highly recommend,best of the best, best coffee,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.75,0.36213452,0.8645591139793396,0.8184526186431473,0.7553715109825134,0.36213451623916626,0.4999999975
healthy eating must product great snack add shakes salads also considered super food many books,love it, great snack,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.16142598,0.8796588778495789,0.8029928074777126,0.602963924407959,0.16142596304416656,0.0
coffee bad nowhere near good morning roast decent flavor fine like strong coffee could get morning roast would buy coffee would first choice,okay coffee, good coffee,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}",0.5,0.9331622,0.9982650279998779,0.9737598758602596,0.6846442222595215,0.9331621527671814,0.3333333322222222
product came door step exactly thought would perfect condition looking forward next shipment thanks,exactly what it is, great candy,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.08806426,0.8441151976585388,0.7658681813627483,0.2105541229248047,0.08806433528661728,0.0
slightly moist pliable dried apples probably used crisp still easily eaten straight bag mine eaten add along raisins dried figs cooking oatmeal great way,crispy and yummy, great product,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.31032014,0.8155661225318909,0.755731920003891,0.2215341031551361,0.3103201389312744,0.0
believed ordering small pieces could use baking cream cheese ginger sandwiches pieces much big purpose really crystallized ginger soggy cubes sugar coated junk short flavor unpleasant texture,pieces too big, not so good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.26192215,0.8706791400909424,0.801945780813694,0.22170928120613098,0.2619222104549408,0.0
year old jack teeth worn years greenies great hard chew loves every evening say want greenie comes running dog treat eats,great for older dogs, greenies dental chews,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.16941038,0.8313073515892029,0.7600353449583054,0.692854106426239,0.16941040754318237,0.0
living south hard get hold utz brand chip especially crab chip actually bought shipped friend loves well first ran unbelievable chips maryland craved ever since glad find amazon,the chip never, great chips,"{'rouge1': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4)}",1.0,0.48914826,0.9216140508651733,0.8636930260062219,0.6003340482711792,0.4891482889652252,0.0
first poor tasting kombucha worse wonder drink products live therefore much reason drink kombucha first place recommend product hope amazon carries real kombucha future,no point, not so good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.5,0.54355943,0.8507477045059204,0.8037221151590348,0.21164429187774658,0.543559730052948,0.0
given coffee cup would guessed decaf strong good regular version taste,best decaf coffee pods, good coffee,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}",0.75,0.6670375,0.9223257899284363,0.8827858350156947,0.6427662968635559,0.6670374870300293,0.1999999996
one problem party longer excuse go bar buddies drag week even nights party never let always keep stash party car center unexpected rough nights,works great but, not so good,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.5039369,0.8747537136077881,0.8225539243221284,0.16949567198753357,0.5039368867874146,0.0
son missed peppermint patties year honey mints fabulous loves allergy free goodness,gluten dairy corn soy free bliss, delicious,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",1.0,0.29909918,0.8278088569641113,0.765964915752411,0.3641795814037323,0.2990992069244385,0.0
good coffee pods high quality traditional,good coffee, good coffee,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",0.0,0.9999999,1.0,0.9999999915053498,0.7600759267807007,0.9999998807907104,0.999999995
